MemTotal:       16380096 kB
MemFree:         6809668 kB
MemAvailable:   15359044 kB
Buffers:           58624 kB
Cached:          8595260 kB
SwapCached:            0 kB
Active:           702176 kB
Inactive:        8397136 kB
Active(anon):       1872 kB
Inactive(anon):   460932 kB
Active(file):     700304 kB
Inactive(file):  7936204 kB
Unevictable:        5496 kB
Mlocked:            5496 kB
SwapTotal:       8388604 kB
SwapFree:        8387836 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:            173868 kB
Writeback:             0 kB
AnonPages:        451068 kB
Mapped:           237996 kB
Shmem:             12420 kB
KReclaimable:     250348 kB
Slab:             340892 kB
SReclaimable:     250348 kB
SUnreclaim:        90544 kB
KernelStack:        7456 kB
PageTables:        13848 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:    16578652 kB
Committed_AS:    3183924 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       54576 kB
VmallocChunk:          0 kB
Percpu:             7040 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
CmaTotal:              0 kB
CmaFree:               0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      196460 kB
DirectMap2M:     8192000 kB
DirectMap1G:    10485760 kB
