Probes jOPS / Total jOPS
===================================
Domain Marker;critical-jOPS;1717.0
Domain Marker;max-jOPS;7003.0
Domain Marker;Last Success for SLAs;3139.0
Range Marker;Soft Limit;5.0
Range Marker;Hard Limit;3.0
jOPS;Percent of probes jOPS
0;NaN
80;89.60673804835133
161;92.42522037041142
241;92.8684835837164
322;93.89548229317141
402;94.13893779652763
483;94.93310626045006
563;95.71622552280415
644;95.38331305220598
724;95.72202105071109
805;96.00672375529803
885;95.89736215403735
966;95.49814245780601
1046;95.96295423641881
1127;96.44733096914358
1207;96.38831561484388
1288;96.50484175860146
1368;96.47876003987267
1449;96.56519342465532
1529;96.50079411524402
1610;97.07652241495502
1690;96.54967238226635
1771;96.82369123643623
1851;96.92548005833726
1932;97.27505359761004
2012;96.54773292942319
2093;97.12585986533298
2173;96.90640062798359
2254;96.99048302200887
2334;96.94057399470312
2415;97.23939329183588
2495;96.57503725503905
2576;96.81062477747359
2656;96.8062594172311
2737;97.19545348105065
2817;96.97058176079923
2898;97.58962010424392
2978;97.03150849585133
3059;96.89934628498851
3139;97.13351992658058
3220;97.07637676021434
3300;97.5098785124354
3381;97.25487793459543
3461;97.55826686258182
3542;97.47440300320841
3622;97.9340734450444
3703;97.41627026515344
3783;97.46258944607084
3864;97.42634538625309
3944;97.05268652300396
4025;97.18498416699991
4105;97.47344774948473
4186;97.23466221134835
4266;97.63905629918212
4347;96.81958934149797
4427;97.1326080550435
4508;97.11584186830638
4588;96.55573495091393
4669;97.4543010199547
4749;97.08705170510754
4830;97.00605932329094
4910;97.14318048899925
4991;97.35609821250988
5071;96.35686310934061
5152;96.16336273782714
5232;97.23658684596563
5313;96.14211253510575
5393;97.21164959588982
5474;96.25037639958127
5554;94.30512450815847
5635;95.8183467392572
5715;93.93708745273254
5796;94.73760459049652
5876;93.58529379487184
5957;93.05600715670934
6037;90.68462215026871
6118;89.68083990902606
6198;87.83373628106266
6279;86.81851390894245
6359;87.62376091992874
6440;84.64390311222988
6520;82.25661216393497
6601;79.97307950222006
6681;76.35637451538754
6762;72.77100928332187
6842;56.26907513165985
6923;39.27630686841001
7003;31.35507240121499
7084;20.543916951483084
7164;20.631854749334817
7245;11.99242512220269
7325;10.538147339499027
