"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",6,30,309.351719,19.846761,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",6,30,593.167246,19.882214,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",6,15,649.455857,5.900780,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",6,15,48.815843,2.128011,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",6,15,2143.973118,23.773500,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",6,15,8388.627020,104.821419,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",6,30,597.419898,13.862002,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",6,15,234.366369,7.073354,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",6,15,64.009756,2.150800,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",6,15,584.251653,7.714385,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.204506,0.125449,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",6,15,984.842733,32.564569,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",6,15,3893.596367,43.623750,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",6,15,56.227606,2.263732,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",6,15,326.845377,2.050657,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",6,15,34.221045,2.662688,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",6,15,330.789338,13.946055,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",6,30,9756.076031,140.964095,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",6,15,133.855157,3.252497,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",6,30,511.923190,13.391151,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",6,30,1121.052228,11.040035,"ops/min"
