MemTotal:       16380088 kB
MemFree:        15328936 kB
MemAvailable:   15459652 kB
Buffers:           33580 kB
Cached:           348580 kB
SwapCached:            0 kB
Active:           145272 kB
Inactive:         659832 kB
Active(anon):       1768 kB
Inactive(anon):   438840 kB
Active(file):     143504 kB
Inactive(file):   220992 kB
Unevictable:        5488 kB
Mlocked:            5488 kB
SwapTotal:       8388604 kB
SwapFree:        8388604 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:               656 kB
Writeback:             0 kB
AnonPages:        428444 kB
Mapped:           209220 kB
Shmem:             12708 kB
KReclaimable:      38836 kB
Slab:             101116 kB
SReclaimable:      38836 kB
SUnreclaim:        62280 kB
KernelStack:        7516 kB
PageTables:        14312 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:    16578648 kB
Committed_AS:    3087208 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       54632 kB
VmallocChunk:          0 kB
Percpu:             6784 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
CmaTotal:              0 kB
CmaFree:               0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      130924 kB
DirectMap2M:     4063232 kB
DirectMap1G:    14680064 kB
