
===================================
Domain Marker;critical-jOPS;3796.0
Domain Marker;max-jOPS;9816.0
jOPS;min;median;90-th percentile;95-th percentile;99-th percentile;max
0.0;NaN;NaN;NaN;NaN;NaN;NaN
115.0;500.0;1600.0;2000.0;2100.0;2700.0;4200.0
231.0;500.0;1800.0;2400.0;2800.0;3400.0;143000.0
346.0;400.0;2000.0;3100.0;3400.0;4100.0;103000.0
462.0;500.0;2300.0;3500.0;3900.0;4800.0;129000.0
577.0;500.0;2500.0;4100.0;4600.0;5500.0;140000.0
693.0;500.0;2700.0;4500.0;5000.0;6200.0;138000.0
808.0;500.0;2900.0;5000.0;5600.0;6800.0;133000.0
924.0;500.0;3100.0;5500.0;6200.0;7500.0;135000.0
1039.0;500.0;3100.0;5900.0;6600.0;8300.0;124000.0
1155.0;500.0;3300.0;6300.0;7100.0;8800.0;146000.0
1270.0;500.0;3300.0;6600.0;7600.0;9400.0;146000.0
1386.0;400.0;3300.0;6900.0;7800.0;9800.0;145000.0
1501.0;500.0;3400.0;7100.0;8300.0;10900.0;144000.0
1617.0;400.0;3400.0;7300.0;8600.0;11100.0;141000.0
1732.0;400.0;3400.0;7300.0;8600.0;11300.0;144000.0
1848.0;400.0;3400.0;7200.0;8500.0;11400.0;140000.0
1963.0;400.0;3400.0;7300.0;8800.0;12700.0;199000.0
2079.0;300.0;3400.0;7300.0;8700.0;12500.0;141000.0
2194.0;400.0;3500.0;7200.0;8700.0;14100.0;142000.0
2310.0;400.0;3500.0;7100.0;8600.0;13000.0;144000.0
2425.0;400.0;3500.0;7100.0;8500.0;13800.0;145000.0
2541.0;400.0;3600.0;7000.0;8600.0;15500.0;147000.0
2656.0;300.0;3600.0;7300.0;8900.0;18300.0;148000.0
2772.0;400.0;3600.0;7200.0;8700.0;16600.0;160000.0
2887.0;400.0;3700.0;7300.0;9000.0;25000.0;147000.0
3002.0;400.0;3700.0;7200.0;8800.0;19900.0;139000.0
3118.0;500.0;3700.0;7300.0;8900.0;21000.0;135000.0
3233.0;400.0;3700.0;7200.0;9000.0;26000.0;148000.0
3349.0;400.0;3800.0;7300.0;9100.0;31000.0;193000.0
3464.0;400.0;3800.0;7200.0;8900.0;27000.0;173000.0
3580.0;400.0;3800.0;7500.0;9500.0;31000.0;152000.0
3695.0;400.0;3800.0;7600.0;9700.0;30000.0;251000.0
3811.0;300.0;3900.0;7600.0;9700.0;33000.0;188000.0
3926.0;400.0;4000.0;7900.0;10100.0;32000.0;144000.0
4042.0;400.0;4000.0;7800.0;10800.0;37000.0;160000.0
4157.0;400.0;4100.0;8100.0;11000.0;39000.0;205000.0
4273.0;400.0;4100.0;8100.0;11300.0;41000.0;212000.0
4388.0;400.0;4200.0;8500.0;12800.0;41000.0;202000.0
4504.0;400.0;4200.0;8500.0;13500.0;46000.0;266000.0
4619.0;400.0;4200.0;8800.0;14600.0;48000.0;278000.0
4735.0;400.0;4300.0;8800.0;13000.0;52000.0;244000.0
4850.0;400.0;4400.0;9000.0;14100.0;40000.0;172000.0
