"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,291.561448,13.748020,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,742.821374,16.950538,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,716.735587,3.661936,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,49.366379,1.620959,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2355.204285,9.813891,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,13210.827756,169.462719,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,747.158820,7.731018,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,263.907860,1.858638,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,15,63.156907,0.750298,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,631.311004,8.607058,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.767839,0.121913,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,899.673358,16.765838,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4642.752590,12.380585,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,57.232893,0.133332,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,472.249681,0.661474,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,32.826413,0.279723,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,298.519844,12.571972,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,10921.156599,165.784915,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,148.153383,2.629253,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,491.017538,15.643468,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1082.744628,9.125164,"ops/min"
