"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,251.893468,14.833719,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,707.971697,18.352324,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,700.216095,5.715153,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,47.269321,0.281845,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2266.622557,34.979197,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,11199.277898,92.832372,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,663.525719,8.959405,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,251.454345,5.551833,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,15,64.943366,1.137604,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,680.906411,6.792411,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,13.364027,0.087442,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,1003.616354,12.769247,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4608.947851,26.205734,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,59.464069,0.227140,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,479.698934,0.206330,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,33.677821,0.252441,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,344.402703,22.388304,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,10369.772998,132.944774,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,144.191145,2.075114,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,519.859900,17.563236,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1029.811320,6.845367,"ops/min"
