Delay between performance status pings above threshold
===================================
Domain Marker;Start RT curve;841424.0
Domain Marker;max-jOPS;6817179.0
Range Marker;Limit;5000.0
Range Marker;Hard Limit;60000.0
Time, msec;Group1.TxInjector.CompositeTxInjector;Group1.Backend.CompositeBackend
4118.0;1003.7366679999996;
4119.0;;1003.3018690000008
90214.0;7256.717407999997;7261.919251999992
381867.0;10689.176870000025;10690.06338300003
562713.0;5548.85092300002;5583.077649999992
643746.0;5646.113881999976;5686.544625999988
651111.0;5361.782959000091;5362.671614999999
7274098.0;5181.564263000153;5218.464488000609
7458964.0;12112.490335999988;12116.060548000038
7505158.0;;1001.9814649997279
7505164.0;5.065899999812245;
