"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,341.179231,17.700731,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,619.593952,54.398635,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,725.988312,4.863902,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,48.677802,0.398368,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2293.480021,12.226275,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,9362.895109,59.938939,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,725.908502,10.997823,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,259.201207,3.244808,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,15,62.811763,0.807653,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,677.209880,17.065428,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.959798,0.182703,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,951.895963,68.945083,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4447.518254,258.963634,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,58.925873,0.033779,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,431.718619,2.056870,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,34.127748,5.291448,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,330.571873,6.753414,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,10857.289543,109.929624,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,142.483213,3.708886,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,551.170689,20.891606,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1190.992262,13.867788,"ops/min"
