Delay between performance status pings above threshold
===================================
Domain Marker;Start RT curve;906154.0
Domain Marker;max-jOPS;7020682.0
Range Marker;Limit;5000.0
Range Marker;Hard Limit;60000.0
Time, msec;Group1.TxInjector.CompositeTxInjector;Group1.Backend.CompositeBackend
3910.0;1011.7167450000006;
3912.0;;1012.9616379999998
89248.0;6370.1698310000065;6380.002385
418565.0;12525.777417999983;12535.24629000004
716954.0;5005.894807000062;5006.654677999904
7369245.0;5330.33969500009;5360.144744999707
7558768.0;11473.016830000095;11478.010677999817
7565996.0;;5220.063881999813
7565997.0;5212.814594999887;
7606142.0;;1006.1127180000767
7606146.0;4.277751999907196;
