"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,323.622476,19.600510,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,591.578736,42.599544,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,720.132327,10.767600,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,48.547808,0.673863,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2312.346250,8.412004,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,9401.468529,69.416561,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,720.016624,16.781834,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,256.932715,2.204498,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,15,62.439115,0.924586,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,689.777935,4.621178,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.963040,0.094676,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,1000.683093,9.148523,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4510.709891,161.973666,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,58.938506,0.032670,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,431.467134,4.186442,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,35.757590,7.310045,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,335.799799,3.839933,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,10699.209718,153.427474,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,145.821313,3.908100,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,553.389034,17.132589,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1200.411905,9.431379,"ops/min"
