"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,271.373433,17.500929,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,707.602406,21.073874,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,709.912762,5.563152,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,47.085190,0.406587,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2268.435562,35.568521,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,11441.258225,102.026355,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,679.063779,6.089178,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,253.052913,2.070101,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,15,62.865784,0.252066,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,678.960819,9.540482,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.720496,0.598785,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,956.755140,51.023083,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4427.230232,299.814623,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,59.379750,0.143527,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,478.895751,0.796151,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,34.229200,0.187751,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,284.010467,28.284987,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,10548.502495,163.072863,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,137.441652,4.555152,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,527.362491,13.359996,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1024.242487,23.029732,"ops/min"
