"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,257.882610,11.002155,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,686.619751,18.288020,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,701.438077,7.251742,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,47.998367,0.621982,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2297.513886,22.591256,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,12541.856287,158.861068,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,683.188012,8.063298,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,256.261606,2.286006,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,15,65.536881,0.538951,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,635.723769,6.877744,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,13.124689,0.126623,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,892.041961,15.773910,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4422.196884,73.484598,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,59.379357,0.204859,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,473.147528,0.410342,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,33.785077,0.320319,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,307.929156,22.704829,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,10907.293131,173.143132,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,146.170191,1.717852,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,504.423011,14.704238,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1049.752638,8.099857,"ops/min"
