MemTotal:        8117656 kB
MemFree:         7095140 kB
MemAvailable:    7245752 kB
Buffers:           32684 kB
Cached:           338468 kB
SwapCached:            0 kB
Active:           718868 kB
Inactive:          76836 kB
Active(anon):     432188 kB
Inactive(anon):     9996 kB
Active(file):     286680 kB
Inactive(file):    66840 kB
Unevictable:        5476 kB
Mlocked:            5476 kB
SwapTotal:       8117244 kB
SwapFree:        8117244 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:               944 kB
Writeback:             0 kB
AnonPages:        430056 kB
Mapped:           211116 kB
Shmem:             12696 kB
KReclaimable:      36000 kB
Slab:              95908 kB
SReclaimable:      36000 kB
SUnreclaim:        59908 kB
KernelStack:        6984 kB
PageTables:        13660 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:    12176072 kB
Committed_AS:    3038828 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       54700 kB
VmallocChunk:          0 kB
Percpu:             2496 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
CmaTotal:              0 kB
CmaFree:               0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      116588 kB
DirectMap2M:     5126144 kB
DirectMap1G:     5242880 kB
