"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,250.751502,10.081050,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,686.794066,18.198880,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,700.816562,8.315814,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,45.388085,2.232768,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2312.549839,11.211033,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,12525.682639,138.240362,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,683.398800,8.329091,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,257.280172,1.791117,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,15,64.686924,1.037159,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,625.953616,9.699836,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,13.076003,0.309007,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,882.705964,12.168283,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4427.390798,78.608200,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,59.407047,0.142265,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,471.485997,0.474617,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,33.866710,0.315520,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,306.467141,25.135404,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,10848.206716,178.642127,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,146.783261,2.796232,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,508.986134,12.502038,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1045.722934,7.197614,"ops/min"
