"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,295.629199,16.293345,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,746.410595,20.883216,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,700.248318,9.327920,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,49.272528,1.562896,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2368.713233,15.110454,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,13261.393351,180.878197,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,745.576196,24.508174,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,262.167433,2.494259,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,15,64.405525,0.349659,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,629.214692,13.035316,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.867392,0.087282,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,880.577432,14.997042,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4204.748165,69.905761,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,57.417822,0.190154,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,472.514639,2.289169,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,32.817531,0.341805,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,272.477603,16.835622,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,11037.409747,112.451648,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,148.088366,2.642491,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,473.101790,22.662422,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1099.373534,10.594323,"ops/min"
