"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,253.971577,14.929352,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,706.599149,23.157325,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,711.780122,8.359718,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,45.257449,1.414699,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2258.211818,40.350949,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,11319.553561,163.628206,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,686.326023,16.765444,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,253.826563,4.448780,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,15,63.820531,0.368257,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,682.211000,4.817366,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.890650,0.640992,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,887.148370,106.869736,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4608.440025,19.481169,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,59.349509,0.144285,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,479.383096,0.484256,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,34.110140,0.191865,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,278.499144,43.807135,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,10800.356965,158.838166,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,138.696710,4.532660,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,530.797987,13.559377,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1027.762726,17.213949,"ops/min"
