"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",4,30,217.106271,5.943673,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",4,30,452.649670,18.015614,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",4,15,546.307310,2.808710,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",4,15,47.017396,0.969178,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",4,15,1988.949553,68.303424,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",4,15,9563.929864,236.585307,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",4,30,466.455217,43.096851,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",4,15,204.528452,1.896248,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",4,15,57.985637,1.193711,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",4,15,399.036618,10.682432,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,11.395100,0.095930,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",4,15,754.352850,6.689344,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",4,15,3206.220085,9.387745,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",4,15,50.151592,0.229161,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",4,15,236.516281,0.213799,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",4,15,32.420182,0.484839,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",4,15,278.462775,9.226446,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",4,30,8459.782278,262.320530,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",4,15,119.459687,1.715164,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",4,30,378.884662,15.285987,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",4,30,923.649223,6.615057,"ops/min"
