"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",4,30,225.824697,4.509016,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",4,30,474.624810,22.363990,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",4,15,541.461867,19.290499,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",4,15,46.829882,1.040577,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",4,15,2069.313453,59.323424,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",4,15,10098.867634,186.036457,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",4,30,501.335016,10.982805,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",4,15,205.841546,1.465654,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",4,15,58.141160,0.868253,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",4,15,403.690169,7.482627,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,11.223263,0.146730,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",4,15,763.678313,7.840148,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",4,15,3142.790185,7.941078,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",4,15,50.082572,0.466256,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",4,15,237.273646,0.366599,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",4,15,32.036258,0.293046,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",4,15,283.716243,1.677807,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",4,30,8755.005469,185.613209,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",4,15,120.201163,0.852254,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",4,30,359.136464,18.455293,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",4,30,978.983462,11.779301,"ops/min"
