"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,251.716511,11.111575,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,689.141436,15.810110,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,700.209432,3.255748,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,45.974760,2.315432,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2291.838720,28.426223,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,12462.335619,118.193686,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,685.558525,3.329140,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,257.817704,2.192396,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,15,61.556588,0.730055,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,623.954990,10.166301,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.522787,0.509956,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,906.041787,20.062128,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4368.631509,96.854171,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,55.780704,1.259224,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,473.409589,0.312151,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,33.047955,0.337689,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,291.704176,21.764078,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,10763.534950,154.282990,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,145.987817,1.788033,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,503.030767,14.004965,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1039.085557,11.412897,"ops/min"
