"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",6,30,266.923172,6.691153,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",6,30,636.374766,14.648612,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",6,15,610.172590,2.883968,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",6,15,49.080653,1.837637,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",6,15,2245.164956,13.146858,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",6,15,10521.700504,554.467166,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",6,30,622.925843,12.054048,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",6,15,238.730015,4.190342,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",6,15,61.246254,1.519333,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",6,15,519.862661,10.828023,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,11.827058,0.257411,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",6,15,833.222456,14.410923,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",6,15,4227.538653,258.205371,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",6,15,55.795149,0.386174,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",6,15,356.804167,0.265776,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",6,15,33.810894,1.804047,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",6,15,311.883981,24.116706,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",6,30,9971.621940,173.536708,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",6,15,134.571502,2.848267,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",6,30,438.565438,22.199808,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",6,30,1050.489402,10.527518,"ops/min"
