Timestamp,Slave 0,
1700588967882,567320,
1700588967885,113340,,
1700588968877,114948,,
1700588968878,758128,
1700588969878,115208,,
1700588969880,1263444,
1700588970860,115208,,
1700588970867,2032500,
1700588971859,115208,,
1700588971867,2729752,
1700588972875,115560,3389492,
1700588973866,115560,,
1700588973871,3396188,
1700588974873,115560,,
1700588974874,3398036,
1700588975868,115976,,
1700588975893,3398300,
1700588976876,115976,,
1700588976877,3398564,
1700588977874,115976,,
1700588977877,3399356,
1700588978876,3399620,
1700588978879,116240,,
1700588979877,116240,,
1700588979887,3401160,
1700588980872,116240,,
1700588980879,3401160,
1700588981873,116608,,
1700588981884,3402480,
1700588982868,3402836,
1700588982872,116608,,
1700588983875,116872,,
1700588983877,3403100,
1700588984877,116872,,
1700588984885,3403364,
1700588985885,116872,,
1700588985890,3403372,
1700588986878,117216,3403636,
1700588987870,117216,,
1700588987874,3406520,
1700588988875,117216,,
1700588988887,3406880,
1700588989879,117480,3406880,
1700588990861,117564,,
1700588990882,3406984,
1700588991890,117564,,
1700588991891,3406992,
1700588992879,117564,,
1700588992884,3407256,
1700588993884,117828,,
1700588993885,3407256,
1700588994874,117828,,
1700588994877,3407256,
1700588995867,117828,,
1700588995870,3407256,
1700588996872,118180,,
1700588996875,3407520,
1700588997877,118180,,
1700588997884,3407608,
1700588998865,3407608,
1700588998891,118180,,
1700588999873,118444,,
1700588999885,3407608,
1700589000864,118444,,
1700589000884,3407944,
1700589001872,3407944,
1700589001889,118532,,
1700589002874,118796,,
1700589002879,3407944,
1700589003867,118796,,
1700589003884,3407944,
1700589004869,118796,,
1700589004872,3407944,
1700589005869,119060,,
1700589005879,3408040,
1700589006878,3409356,
1700589006882,119060,,
1700589007874,119148,,
1700589007877,3409356,
1700589008870,119148,,
1700589008881,3409388,
1700589009858,119412,,
1700589009880,3409408,
1700589010872,119412,,
1700589010886,3409408,
1700589011873,119412,,
1700589011877,3409408,
1700589012866,119676,,
1700589012877,3409408,
1700589013871,119676,,
1700589013873,3409408,
1700589014878,119676,,
1700589014883,3409672,
1700589015858,120028,,
1700589015878,3409672,
1700589016874,120028,,
1700589016877,3409672,
1700589017871,120028,,
1700589017878,3409672,
1700589018873,120292,,
1700589018877,3409672,
1700589019870,120292,,
1700589019878,3409728,
1700589020869,120292,,
1700589020894,3409728,
1700589021871,3409728,
1700589021874,120652,,
1700589022860,120652,,
1700589022885,3409728,
1700589023858,120652,,
1700589023884,3409728,
1700589024872,120652,,
1700589024875,3409728,
1700589025870,120916,,
1700589025924,3409992,
1700589026873,120916,,
1700589026874,3409992,
1700589027883,3410020,
1700589027891,120916,,
1700589028865,130928,,
1700589028870,3432068,
1700589029880,3447408,
1700589029884,130928,,
1700589030868,130928,,
1700589030881,3439304,
1700589031860,131280,,
1700589031865,3439832,
1700589032871,131280,,
1700589032884,3440096,
1700589033868,131280,,
1700589033871,3440096,
1700589034877,131544,,
1700589034882,3440096,
1700589035878,131544,3440096,
1700589036875,131544,,
1700589036876,3440096,
1700589037863,131544,,
1700589037898,3440096,
1700589038859,131808,,
1700589038876,3440096,
1700589039875,131808,,
1700589039880,3440096,
1700589040878,131808,,
1700589040885,3440624,
1700589041871,132072,,
1700589041883,3440624,
1700589042873,132072,,
1700589042880,3440624,
1700589043875,132072,,
1700589043884,3440664,
1700589044867,132420,,
1700589044914,3443220,
1700589045880,132420,,
1700589045884,3443220,
1700589046880,3443220,
1700589046881,132420,,
1700589047874,3443220,
1700589047877,132684,,
1700589048877,132684,,
1700589048882,3443220,
1700589049865,132684,,
1700589049874,3443220,
1700589050883,132948,,
1700589050891,3443220,
1700589051873,132948,,
1700589051880,3443220,
1700589052884,133032,,
1700589052885,3443300,
1700589053872,133032,,
1700589053890,3443300,
1700589054875,133296,,
1700589054895,3443300,
1700589055875,133296,,
1700589055879,3443300,
1700589056878,133296,,
1700589056891,3443456,
1700589057877,138312,,
1700589057891,3443456,
1700589058873,138312,3443456,
1700589059873,3443456,
1700589059877,138312,,
1700589060867,3443456,
1700589060874,138576,,
1700589061877,3443456,
1700589061886,138576,,
1700589062882,138576,,
1700589062883,3443532,
1700589063881,3443596,
1700589063888,138840,,
1700589064874,135184,,
1700589064878,3443596,
1700589065865,3443596,
1700589065877,135184,,
1700589066876,135448,,
1700589066898,3443596,
1700589067858,135448,,
1700589067924,3443596,
1700589068869,135448,,
1700589068917,3443596,
1700589069862,135448,,
1700589069898,3443596,
1700589070876,3443596,
1700589070889,135708,,
1700589071869,135708,,
1700589071879,3443596,
1700589072880,135708,,
1700589072890,3443672,
1700589073871,135972,,
1700589073875,3443672,
1700589074872,135972,,
1700589074886,3443672,
1700589075874,135972,,
1700589075887,3443672,
1700589076884,136236,3443672,
1700589077876,137816,,
1700589077896,3443672,
1700589078872,137816,,
1700589078884,3443672,
1700589079870,138160,,
1700589079880,3443672,
1700589080869,138160,,
1700589080903,3443672,
1700589081884,3443672,
1700589081886,138160,,
1700589082868,138424,,
1700589082878,3443672,
1700589083873,138424,,
1700589083883,3443672,
1700589084875,134620,3443672,
1700589085866,134620,,
1700589085882,3443672,
1700589086873,134884,,
1700589086877,3443672,
1700589087878,3443672,
1700589087890,134884,,
1700589088873,134884,,
1700589088877,3443672,
1700589089875,135148,,
1700589089876,3443672,
1700589090878,3443672,
1700589090885,135148,,
1700589091870,135148,,
1700589091879,3443672,
1700589092874,135412,,
1700589092881,3443672,
1700589093879,3443768,
1700589093881,138580,,
1700589094878,138680,,
1700589094886,3443768,
1700589095871,138940,,
1700589095884,3443768,
1700589096884,3443768,
1700589096886,138940,,
1700589097864,138940,,
1700589097868,3443768,
1700589098878,139204,3443768,
1700589099870,139204,,
1700589099877,3443768,
1700589100877,3443768,
1700589100890,139204,,
1700589101871,3443768,
1700589101874,139204,,
1700589102873,139468,,
1700589102888,3443852,
1700589103882,3443852,
1700589103889,139468,,
1700589104876,139468,,
1700589104883,3443852,
1700589105872,139732,,
1700589105879,3443852,
1700589106868,139732,,
1700589106879,3443852,
1700589107871,3443852,
1700589107875,139732,,
1700589108873,140524,,
1700589108884,3443852,
1700589109870,140524,,
1700589109883,3443852,
1700589110869,140524,,
1700589110870,3443852,
1700589111878,140788,,
1700589111881,3443852,
1700589112878,140788,,
1700589112880,3443852,
1700589113878,3443852,
1700589113879,140788,,
1700589114878,141052,,
1700589114882,3443852,
1700589115868,141052,,
1700589115909,3443852,
1700589116900,141052,,
1700589116903,3443852,
1700589117880,141052,,
1700589117895,3443852,
1700589118880,141316,,
1700589118886,3443852,
1700589119864,141316,,
1700589119868,3443852,
1700589120874,141316,3443852,
1700589121875,141576,3443852,
1700589122884,141576,,
1700589122887,3443852,
1700589123858,141576,,
1700589123896,3443852,
1700589124874,141840,,
1700589124884,3443852,
1700589125875,141840,,
1700589125879,3443852,
1700589126874,141840,,
1700589126877,3443852,
1700589127877,142104,,
1700589127884,3443852,
1700589128874,142104,,
1700589128878,3443852,
1700589129876,142104,,
1700589129883,3443852,
1700589130877,142368,3443852,
1700589131876,142368,,
1700589131890,3443852,
1700589132882,3443852,
1700589132883,142368,,
1700589133868,142368,,
1700589133891,3443852,
1700589134870,142632,,
1700589134882,3443852,
1700589135875,3443852,
1700589135888,142632,,
1700589136874,142632,,
1700589136886,3443852,
1700589137878,3443896,
1700589137880,142976,,
1700589138877,142976,,
1700589138892,3443896,
1700589139860,142976,,
1700589139891,3443896,
1700589140871,143240,,
1700589140878,3443896,
1700589141873,143240,,
1700589141894,3443896,
1700589142873,143240,,
1700589142887,3459900,
1700589143873,143504,,
1700589143876,3459900,
1700589144875,143504,,
1700589144900,3459900,
1700589145874,3449596,
1700589145877,143504,,
1700589146873,143764,,
1700589146877,3449596,
1700589147871,143764,,
1700589147876,3449596,
1700589148870,143764,,
1700589148879,3449596,
1700589149865,3449596,
1700589149869,143764,,
1700589150871,144028,,
1700589150872,3449596,
1700589151877,144028,,
1700589151878,3449596,
1700589152864,3449596,
1700589152876,144028,,
1700589153870,144292,,
1700589153882,3449596,
1700589154873,144292,,
1700589154889,3449596,
1700589155873,144292,,
1700589155882,3449596,
1700589156868,144556,,
1700589156884,3449596,
1700589157889,3449672,
1700589157896,144556,,
1700589158874,144556,,
1700589158883,3449672,
1700589159876,144868,,
1700589159880,3449672,
1700589160881,144868,,
1700589160885,3449672,
1700589161878,3449672,
1700589161880,144868,,
1700589162874,3449672,
1700589162880,144868,,
1700589163869,145132,,
1700589163881,3449672,
1700589164874,145132,,
1700589164895,3449672,
1700589165877,3449672,
1700589165903,145132,,
1700589166880,3449672,
1700589166909,145396,,
1700589167875,145396,,
1700589167888,3449772,
1700589168878,145396,,
1700589168897,3449772,
1700589169878,145660,3449772,
1700589170870,145660,,
1700589170899,3449772,
1700589171871,145660,,
1700589171876,3449772,
1700589172873,145924,3449772,
1700589173882,145924,3449772,
1700589174872,145924,,
1700589174885,3449772,
1700589175893,3449772,
1700589175897,145924,,
1700589176876,3449772,
1700589176877,146188,,
1700589177867,146188,,
1700589177886,3449772,
1700589178883,146188,,
1700589178885,3449772,
1700589179864,3449772,
1700589179868,146452,,
1700589180872,146452,,
1700589180886,3449772,
1700589181870,146452,,
1700589181887,3449848,
1700589182870,146716,,
1700589182878,3449848,
1700589183877,146716,,
1700589183881,3449848,
1700589184874,146716,,
1700589184888,3449848,
1700589185879,146980,,
1700589185880,3449848,
1700589186880,146980,,
1700589186882,3449848,
1700589187868,146980,,
1700589187885,3449848,
1700589188866,147244,,
1700589188911,3449848,
1700589189864,147244,,
1700589189883,3449848,
1700589190879,147344,,
1700589190880,3449848,
1700589191875,147344,,
1700589191882,3449848,
1700589192879,3449848,
1700589192889,147608,,
1700589193870,147608,,
1700589193887,3449848,
1700589194862,147608,,
1700589194864,3449848,
1700589195864,3449848,
1700589195868,147868,,
1700589196862,147868,,
1700589196866,3449848,
1700589197875,147868,,
1700589197890,3449848,
1700589198871,148132,,
1700589198884,3449848,
1700589199874,148132,,
1700589199875,3449848,
1700589200873,3449848,
1700589200877,148132,,
1700589201867,148396,,
1700589201889,3449848,
1700589202871,148396,,
1700589202889,3449848,
1700589203871,148496,3449848,
1700589204873,148496,,
1700589204886,3449848,
1700589205872,3449900,
1700589205882,148760,,
1700589206874,3449900,
1700589206878,148760,,
1700589207872,148760,,
1700589207900,3449900,
1700589208878,149024,3449900,
1700589209875,149024,,
1700589209889,3449900,
1700589210870,149024,,
1700589210902,3449900,
1700589211867,149288,,
1700589211892,3450132,
1700589212869,149360,,
1700589212882,3450132,
1700589213876,3450132,
1700589213887,149360,,
1700589214872,149624,,
1700589214879,3450132,
1700589215863,149624,,
1700589215878,3450132,
1700589216877,149624,,
1700589216893,3450132,
1700589217872,149888,,
1700589217888,3450132,
1700589218874,149888,,
1700589218885,3450132,
1700589219871,161332,,
1700589219875,3450216,
1700589220872,161428,,
1700589220885,3450216,
1700589221880,161688,,
1700589221892,3450216,
1700589222880,3450216,
1700589222890,161744,,
1700589223875,161744,,
1700589223878,3450296,
1700589224871,162008,,
1700589224883,3450296,
1700589225870,162008,,
1700589225878,3450296,
1700589226870,162008,,
1700589226886,3450296,
1700589227883,162272,,
1700589227889,3450296,
1700589228868,162272,,
1700589228885,3450296,
1700589229869,155524,,
1700589229879,3450296,
1700589230878,155788,,
1700589230885,3450296,
1700589231869,155788,,
1700589231877,3450296,
1700589232871,155788,,
1700589232876,3450296,
