MemTotal:        8117656 kB
MemFree:         7089644 kB
MemAvailable:    7240688 kB
Buffers:           32712 kB
Cached:           338876 kB
SwapCached:            0 kB
Active:           722544 kB
Inactive:          76552 kB
Active(anon):     435188 kB
Inactive(anon):    10020 kB
Active(file):     287356 kB
Inactive(file):    66532 kB
Unevictable:        5516 kB
Mlocked:            5516 kB
SwapTotal:       8117244 kB
SwapFree:        8117244 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:               976 kB
Writeback:             0 kB
AnonPages:        433164 kB
Mapped:           211504 kB
Shmem:             12708 kB
KReclaimable:      36124 kB
Slab:              96064 kB
SReclaimable:      36124 kB
SUnreclaim:        59940 kB
KernelStack:        6980 kB
PageTables:        13760 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:    12176072 kB
Committed_AS:    3015068 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       54652 kB
VmallocChunk:          0 kB
Percpu:             2496 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
CmaTotal:              0 kB
CmaFree:               0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      126828 kB
DirectMap2M:     5115904 kB
DirectMap1G:     5242880 kB
