"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",6,30,268.738480,9.094260,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",6,30,647.050302,16.352956,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",6,15,635.920909,6.171516,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",6,15,49.625059,2.560247,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",6,15,2258.080278,16.271307,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",6,15,11817.715333,172.142464,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",6,30,623.978328,10.355835,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",6,15,239.607186,5.724093,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",6,15,61.495790,3.242226,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",6,15,519.098915,13.116047,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,11.974062,0.182461,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",6,15,850.661654,23.261426,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",6,15,3926.099562,9.217747,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",6,15,56.162045,0.281731,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",6,15,357.045635,0.276058,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",6,15,33.585832,1.900639,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",6,15,312.772886,18.105995,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",6,30,9904.336450,109.062734,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",6,15,136.027729,4.645237,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",6,30,450.027171,19.216218,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",6,30,1036.208355,10.532091,"ops/min"
