Probes jOPS / Total jOPS
===================================
Domain Marker;critical-jOPS;1765.0
Domain Marker;max-jOPS;7164.0
Domain Marker;Last Success for SLAs;3461.0
Range Marker;Soft Limit;5.0
Range Marker;Hard Limit;3.0
jOPS;Percent of probes jOPS
0;NaN
80;89.69655745291166
161;92.18452734993541
241;92.92438076107514
322;93.26524165051569
402;94.16506145161507
483;94.51988215521395
563;94.64955721178684
644;95.51356966851363
724;94.99118999976392
805;95.8799543912643
885;95.71237350514852
966;96.70671659363065
1046;96.04755821644804
1127;96.51175620680607
1207;95.83378997610983
1288;96.82305244873105
1368;96.72484145286269
1449;96.59670693583304
1529;96.96286453392361
1610;96.73683048836152
1690;96.62533799062324
1771;96.60212020334833
1851;97.09027341170506
1932;96.90468001440793
2012;96.9656147091789
2093;96.58483928733146
2173;97.1224975228414
2254;96.72782641062716
2334;96.80973096431174
2415;97.25505285946198
2495;96.81211856020411
2576;97.23891691132344
2656;97.23251423029829
2737;97.14445770064616
2817;96.68758937456715
2898;97.14586149404249
2978;97.15712178813313
3059;97.10753773461543
3139;97.08658877332667
3220;96.71444001418773
3300;97.13572522391782
3381;97.22568437689078
3461;97.06863019910512
3542;97.22781599580306
3622;97.86064839075979
3703;97.14160266383283
3783;97.41026743208509
3864;96.75438122281602
3944;96.79148515515517
4025;97.55792268751158
4105;97.11820143879403
4186;97.22718932861258
4266;97.24232185844788
4347;97.19643566634629
4427;97.31779827458317
4508;97.32730187636601
4588;97.37758530498468
4669;97.49888454216826
4749;97.4112713891322
4830;97.12351273448472
4910;97.6960280841626
4991;96.90054754121199
5071;96.9397012179918
5152;96.78522124514114
5232;96.67739869921942
5313;96.74606532457851
5393;95.52689685929705
5474;95.5349709223589
5554;94.53386987798962
5635;95.86999579581668
5715;94.18844947961388
5796;93.51586067956627
5876;94.83727847332293
5957;92.9709805239216
6037;90.75359174044935
6118;90.00386449301543
6198;89.77039372039117
6279;87.74116873138907
6359;86.23876888262892
6440;84.95294976998258
6520;84.95207308569465
6601;82.8076234369263
6681;77.83437509693243
6762;75.79282551507428
6842;66.5154001352129
6923;53.053904862316585
7003;42.714100946261475
7084;29.19494122274899
7164;15.664891195134356
7245;5.540042175973107
7325;9.001291520570676
7406;18.046408057363614
7486;19.791839093081652
