15:55:38,321 INFO  [org.radargun.LaunchMaster] (main) Running in directory: /mnt/workspace/results/.
15:55:38,324 INFO  [org.radargun.LaunchMaster] (main) Configuration file is: /mnt/workspace/results/config.xml
15:55:38,326 ERROR [org.radargun.config.DomConfigParser] (main) loading: /mnt/workspace/results/config.xml
15:55:38,331 ERROR [org.radargun.config.DomConfigParser] (main) loaded: /mnt/workspace/results/config.xml
15:55:38,674 INFO  [org.radargun.RemoteSlaveConnection] (main) Attempting to start Master listening for connection on: results/127.0.0.1:2103
15:55:38,676 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting 5 seconds for server socket to open completely
15:55:43,680 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 3 slaves.
15:55:43,694 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 2 slaves.
15:55:43,696 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 1 slaves.
15:55:43,699 INFO  [org.radargun.RemoteSlaveConnection] (main) Connection established from 3 slaves.
15:55:43,926 INFO  [org.radargun.Master] (main) Started benchmarking configuration 'Infinispan 9.2 - distributed'
15:55:43,927 INFO  [org.radargun.Master] (main) Starting scenario on Cluster[default=3]
15:55:44,033 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 3 reconnecting slaves
15:55:45,170 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 2 reconnecting slaves
15:55:45,249 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 1 reconnecting slaves
15:55:45,307 INFO  [org.radargun.Master] (main) Starting distributed stage ScenarioInit.
15:55:47,278 INFO  [org.radargun.stages.ScenarioInitStage] (main) Received responses from all 3 slaves. Durations [0 = 248 ms, 1 = 278 ms, 2 = 283 ms]
15:55:47,282 INFO  [org.radargun.Master] (main) Finished distributed stage ScenarioInit.
15:55:47,283 INFO  [org.radargun.Master] (main) Starting distributed stage BeforeServiceStart.
15:55:47,287 INFO  [org.radargun.stages.BeforeServiceStartStage] (main) Received responses from all 3 slaves. Durations [0 = 0 ns, 1 = 0 ns, 2 = 0 ns]
15:55:47,287 INFO  [org.radargun.Master] (main) Finished distributed stage BeforeServiceStart.
15:55:47,294 INFO  [org.radargun.Master] (main) Starting distributed stage ServiceStart.
15:55:55,369 INFO  [org.radargun.stages.lifecycle.ServiceStartStage] (main) Received responses from all 3 slaves. Durations [0 = 7.45 seconds, 1 = 7.71 seconds, 2 = 8.06 seconds]
15:55:55,373 INFO  [org.radargun.Master] (main) Finished distributed stage ServiceStart.
15:55:55,375 INFO  [org.radargun.Master] (main) Starting distributed stage AfterServiceStart.
15:55:55,384 INFO  [org.radargun.stages.AfterServiceStartStage] (main) Received responses from all 3 slaves. Durations [0 = 0 ns, 1 = 0 ns, 2 = 0 ns]
15:55:55,387 INFO  [org.radargun.Master] (main) Finished distributed stage AfterServiceStart.
15:55:55,388 INFO  [org.radargun.Master] (main) Starting distributed stage MonitorStart.
15:55:55,450 INFO  [org.radargun.sysmonitor.AbstractMonitors] (main) Gathering statistics every 1000 ms
15:55:55,465 INFO  [org.radargun.stages.monitor.MonitorStartStage] (main) Received responses from all 3 slaves. Durations [0 = 6 ms, 1 = 7 ms, 2 = 9 ms]
15:55:55,465 INFO  [org.radargun.Master] (main) Finished distributed stage MonitorStart.
15:55:55,493 INFO  [org.radargun.Master] (main) Starting distributed stage Load.
15:56:04,370 INFO  [org.radargun.stages.cache.test.LoadStage] (main) Received responses from all 3 slaves. Durations [0 = 8.81 seconds, 1 = 8.87 seconds, 2 = 8.79 seconds]
