"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,306.141929,12.641263,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,750.045490,18.329676,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,700.138382,12.140109,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,48.788874,1.759107,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2413.115791,26.194024,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,13270.539652,185.989906,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,741.139761,5.871126,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,259.820751,3.336802,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,15,63.063571,0.924932,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,624.073426,11.194245,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.802824,0.118552,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,885.424044,17.696914,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4639.671520,1.228526,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,57.356384,0.181581,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,472.799749,0.466812,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,32.810534,0.188434,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,302.043648,16.399261,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,11046.189133,140.336879,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,148.170344,3.514136,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,483.753696,17.627250,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1100.241003,8.125342,"ops/min"
