"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",4,30,231.010583,4.679375,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",4,30,526.136487,18.103463,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",4,15,568.763015,7.666028,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",4,15,44.773987,3.168729,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",4,15,1987.408342,60.985314,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",4,15,8897.269779,206.057495,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",4,30,547.805030,13.262010,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",4,15,209.626068,3.694429,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",4,15,62.121994,1.702746,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",4,15,464.625405,12.600936,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.458573,0.176698,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",4,15,955.808522,19.114432,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",4,15,3229.271914,18.100746,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",4,15,52.858294,0.973232,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",4,15,246.380054,7.400037,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",4,15,34.696757,0.449305,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",4,15,345.894448,4.322328,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",4,30,9074.247363,242.225343,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",4,15,124.862371,1.278349,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",4,30,433.575811,20.352610,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",4,30,985.069788,14.911593,"ops/min"
