MemTotal:       32755048 kB
MemFree:        12681228 kB
MemAvailable:   31283356 kB
Buffers:          375460 kB
Cached:         18399700 kB
SwapCached:            0 kB
Active:         14197456 kB
Inactive:        4851788 kB
Active(anon):       1920 kB
Inactive(anon):   516932 kB
Active(file):   14195536 kB
Inactive(file):  4334856 kB
Unevictable:      218576 kB
Mlocked:            5436 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:               788 kB
Writeback:           232 kB
AnonPages:        492408 kB
Mapped:           322184 kB
Shmem:            240160 kB
KReclaimable:     534848 kB
Slab:             685436 kB
SReclaimable:     534848 kB
SUnreclaim:       150588 kB
KernelStack:        8736 kB
PageTables:        17668 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:    16377524 kB
Committed_AS:    3971480 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       26808 kB
VmallocChunk:          0 kB
Percpu:            10336 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
CmaTotal:              0 kB
CmaFree:               0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      189432 kB
DirectMap2M:    11231232 kB
DirectMap1G:    23068672 kB
