MemTotal:       16380096 kB
MemFree:        15332204 kB
MemAvailable:   15463200 kB
Buffers:           33620 kB
Cached:           348668 kB
SwapCached:            0 kB
Active:           145524 kB
Inactive:         656484 kB
Active(anon):       1760 kB
Inactive(anon):   435604 kB
Active(file):     143764 kB
Inactive(file):   220880 kB
Unevictable:        5476 kB
Mlocked:            5476 kB
SwapTotal:       8388604 kB
SwapFree:        8388604 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:               196 kB
Writeback:             0 kB
AnonPages:        425024 kB
Mapped:           208760 kB
Shmem:             12708 kB
KReclaimable:      38732 kB
Slab:             101088 kB
SReclaimable:      38732 kB
SUnreclaim:        62356 kB
KernelStack:        7512 kB
PageTables:        13748 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:    16578652 kB
Committed_AS:    3057960 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       54444 kB
VmallocChunk:          0 kB
Percpu:             6752 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
CmaTotal:              0 kB
CmaFree:               0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      132972 kB
DirectMap2M:     4061184 kB
DirectMap1G:    14680064 kB
