"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",4,30,276.471561,9.315542,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",4,30,467.393725,16.330130,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",4,15,551.960499,13.791010,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",4,15,46.196107,1.398284,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",4,15,1973.167521,12.299750,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",4,15,7137.283987,266.786947,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",4,30,513.895947,29.173779,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",4,15,202.794956,1.973216,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",4,15,60.295700,0.715950,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",4,15,454.632226,12.142855,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,11.512541,0.177161,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",4,15,912.910803,27.486388,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",4,15,3099.541484,71.883107,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",4,15,45.611754,2.537450,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",4,15,219.713125,0.531603,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",4,15,31.949537,1.154784,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",4,15,331.407068,4.011053,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",4,30,8942.649469,276.831582,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",4,15,120.777222,2.086881,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",4,30,435.654006,21.600545,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",4,30,1062.648218,29.741525,"ops/min"
