Probes jOPS / Total jOPS
===================================
Domain Marker;critical-jOPS;2668.0
Domain Marker;max-jOPS;10793.0
Domain Marker;Last Success for SLAs;5535.0
Range Marker;Soft Limit;5.0
Range Marker;Hard Limit;3.0
jOPS;Percent of probes jOPS
0;NaN
138;90.811773466478
277;93.28603366076177
415;94.26066457728392
553;95.4196439721761
692;93.1279510790802
830;96.1258496158236
969;96.06731945230673
1107;96.24645252320254
1245;96.37571377532826
1384;96.57940442699866
1522;96.81978103723651
1660;95.49385756236131
1799;97.07366193753928
1937;97.48834727125106
2076;97.53239448822805
2214;96.85360336577264
2352;96.25315204672374
2491;96.97262380154821
2629;96.51744197588887
2767;96.19763653289996
2906;97.15073865854343
3044;96.58848248075986
3183;97.07929373895097
3321;97.08485230046924
3459;96.78507164488624
3598;97.75270271232833
3736;97.34122911748779
3874;97.1535304089788
4013;97.32853465027952
4151;97.02404134890428
4289;95.75173274643899
4428;96.16069340343236
4566;96.71541029267485
4705;95.87592303160066
4843;97.1341373667296
4981;97.92573338669267
5120;95.62013835338425
5258;95.06680444432266
5396;96.12004988387612
5535;96.90997134849611
5673;97.38772860035134
5812;96.69177482605129
5950;95.74677287315016
6088;95.8299056134692
6227;95.51180546626456
6365;94.90036390604081
6503;94.67402426819415
6642;90.32272006200432
6780;90.96763293521887
6918;88.74894474688607
7057;85.05820181496422
7195;80.83680247939705
7334;83.94238667483009
7472;80.41828489381966
7610;79.87331882881966
7749;78.75696001050248
7887;76.57337019213531
8025;75.20088375276016
8164;73.73030079613612
8302;69.60070001667712
8441;68.23623687961909
8579;67.48698378378543
8717;65.98079691813243
8856;64.63838868033962
8994;62.70953403303697
9132;56.348150138493935
9271;58.9556173149766
9409;56.79689680628826
9548;57.01172651506124
9686;54.78666913972964
9824;53.31193394916324
9963;44.52877133126285
10101;49.23129776991152
10239;42.66110075841571
10378;38.570160746210504
10516;16.713927631004825
10654;21.438858977908296
10793;10.796733672009
10931;1.854298386683237
11070;1.538564588067311
11208;1.2181978746250117
11346;1.0365270838271987
