"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,250.448679,15.195857,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,684.099743,24.106589,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,705.084843,9.499852,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,47.323789,1.254712,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2302.450622,32.418500,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,11063.820517,85.875535,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,670.985811,8.661661,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,250.555068,3.784505,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,15,62.457967,0.838671,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,679.814786,12.936148,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,13.008750,0.106099,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,978.398801,17.625449,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4563.201724,91.566914,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,57.564142,0.169664,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,478.675202,1.383728,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,33.026758,0.226489,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,345.135844,4.937393,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,10434.533845,134.146260,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,145.868371,1.739210,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,516.521355,15.785871,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1008.241770,10.029980,"ops/min"
