MemTotal:       16380096 kB
MemFree:        15328660 kB
MemAvailable:   15459912 kB
Buffers:           33420 kB
Cached:           349136 kB
SwapCached:            0 kB
Active:           145012 kB
Inactive:         657852 kB
Active(anon):       1748 kB
Inactive(anon):   436256 kB
Active(file):     143264 kB
Inactive(file):   221596 kB
Unevictable:        5496 kB
Mlocked:            5496 kB
SwapTotal:       8388604 kB
SwapFree:        8388604 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:               896 kB
Writeback:             0 kB
AnonPages:        425832 kB
Mapped:           209460 kB
Shmem:             12720 kB
KReclaimable:      38812 kB
Slab:             101244 kB
SReclaimable:      38812 kB
SUnreclaim:        62432 kB
KernelStack:        7412 kB
PageTables:        13596 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:    16578652 kB
Committed_AS:    3066996 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       54524 kB
VmallocChunk:          0 kB
Percpu:             6816 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
CmaTotal:              0 kB
CmaFree:               0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      135020 kB
DirectMap2M:     5107712 kB
DirectMap1G:    13631488 kB
