"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,328.284763,16.931759,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,566.009706,54.509831,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,722.296646,8.640518,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,48.103149,0.734411,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2287.217361,7.042877,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,9385.617016,54.266940,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,701.578701,14.837929,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,259.055931,2.055325,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,15,62.445177,0.567424,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,685.094782,12.179639,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.974646,0.056481,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,984.049396,25.964061,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4463.228822,262.834311,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,58.957781,0.065791,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,432.573051,1.218934,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,33.874442,5.576188,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,340.140234,7.017724,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,10836.220370,158.145271,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,147.259395,1.711123,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,569.867326,13.366865,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1206.383862,10.753430,"ops/min"
