"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,262.802206,10.292112,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,724.017472,20.970110,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,699.418456,4.853023,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,46.859585,2.819327,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2292.532151,19.087305,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,12833.200233,124.995699,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,718.998403,4.666211,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,249.204084,2.271731,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,15,62.266330,0.448228,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,632.677867,8.987429,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.937643,0.601181,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,879.387424,57.472983,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4425.603604,89.836515,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,59.209996,0.230238,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,473.472461,0.679116,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,34.213147,0.141473,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,274.468449,28.144582,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,10971.604386,124.283206,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,142.016844,3.506536,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,510.981356,8.593892,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1077.717460,14.084163,"ops/min"
