"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,291.405005,16.320631,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,746.883350,21.023236,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,692.655542,8.408868,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,47.648002,0.266539,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2414.068293,21.594035,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,13196.024642,241.750034,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,746.962230,6.307294,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,257.888128,3.800938,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,15,62.416620,0.571760,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,630.238056,8.358670,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.726688,0.219562,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,887.540176,17.630259,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4534.671367,165.118190,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,57.543925,0.154660,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,472.712080,0.514892,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,32.769253,0.231339,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,291.342510,12.986104,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,11067.468163,98.327135,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,146.237424,1.474019,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,490.996888,15.549715,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1103.218643,12.489191,"ops/min"
