Timestamp,Slave 0,Slave 1,Slave 2,
1698260506403,0,,,,
1698260506409,0.016368975976120553,,,,
1698260506410,,0,,
1698260506417,,0.09939834829455768,,
1698260506418,0,,0,
1698260506423,0.10763030131904369,,,
1698260506441,,,0.10049103569715656,
1698260507405,0.013400334673366834,,,,
1698260507412,,0.28978224422110554,,
1698260507419,0.3182579557788945,,0.30132788559754853,
1698260508405,0.003333333,,,,
1698260508411,,0.3053053053053053,,
1698260508419,0.296666666,,0.331666666,
1698260509404,0.0,,,,
1698260509411,,0.35,,
1698260509419,0.303333333,,0.281666666,
1698260510404,0.0,,,,
1698260510411,,0.298333333,,
1698260510419,0.35,,0.286666666,
1698260511404,0.001666666,,,,
1698260511413,,0.3040877367896311,,
1698260511419,0.3213453206793207,,0.328333333,
1698260512404,0.001666666,,,,
1698260512411,,0.33433634202607826,,
1698260512419,0.2602602602602603,,0.345,
1698260513404,0.0,,,,
1698260513410,,0.323333333,,
1698260513419,0.275,,0.32,
1698260514404,0.001666666,,,,
1698260514411,,0.33,,
1698260514419,0.275,,0.32,
1698260515404,0.0,,,,
1698260515411,,0.315,,
1698260515419,0.263333333,,0.26,
1698260516404,0.001666666,,,,
1698260516411,,0.226666666,,
1698260516419,0.218333333,,0.238333333,
1698260517404,0.0,,,,
1698260517410,,0.186666666,,
1698260517419,0.205,,0.248333333,
1698260518404,0.008333333,,,,
1698260518411,,0.266666666,,
1698260518419,0.2780552777222777,,,
1698260518439,,,0.27968596663395484,
1698260519404,0.001666666,,,,
1698260519411,,0.346666666,,
1698260519419,0.29195862462462463,,0.290519877675841,
1698260520404,0.0,,,,
1698260520410,,0.316666666,,
1698260520419,,,0.22,
1698260520421,0.3393213572854291,,,
1698260521405,0.003330002997002997,,,,
1698260521411,,0.246666666,,
1698260521419,0.3103103103103103,,0.195,
1698260522404,0.0016683343343343344,,,,
1698260522411,,0.211666666,,
1698260522419,0.23690356956956957,,0.211666666,
1698260523404,0.0,,,,
1698260523410,,0.238333333,,
1698260523419,0.243333333,,0.211666666,
1698260524404,0.001666666,,,,
1698260524410,,0.208333333,,
1698260524419,0.195,,0.2,
1698260525404,0.0,,,,
1698260525411,,0.208333333,,
1698260525419,0.196666666,,0.226666666,
1698260526406,0.001665000999000999,,,,
1698260526410,,0.215,,
1698260526419,0.175,,0.206666666,
1698260527404,0.0,,,,
1698260527411,,0.206666666,,
