MemTotal:       16380096 kB
MemFree:        15327928 kB
MemAvailable:   15458960 kB
Buffers:           33540 kB
Cached:           348812 kB
SwapCached:            0 kB
Active:           145428 kB
Inactive:         664408 kB
Active(anon):       1760 kB
Inactive(anon):   443416 kB
Active(file):     143668 kB
Inactive(file):   220992 kB
Unevictable:        5524 kB
Mlocked:            5524 kB
SwapTotal:       8388604 kB
SwapFree:        8388604 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:               884 kB
Writeback:             0 kB
AnonPages:        433016 kB
Mapped:           208968 kB
Shmem:             12704 kB
KReclaimable:      38776 kB
Slab:             101412 kB
SReclaimable:      38776 kB
SUnreclaim:        62636 kB
KernelStack:        7532 kB
PageTables:        14080 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:    16578652 kB
Committed_AS:    3094860 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       54620 kB
VmallocChunk:          0 kB
Percpu:             6720 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
CmaTotal:              0 kB
CmaFree:               0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      137068 kB
DirectMap2M:     5105664 kB
DirectMap1G:    13631488 kB
