MemTotal:       16380096 kB
MemFree:        15341292 kB
MemAvailable:   15473272 kB
Buffers:           33848 kB
Cached:           349356 kB
SwapCached:            0 kB
Active:           145928 kB
Inactive:         657868 kB
Active(anon):       1760 kB
Inactive(anon):   436476 kB
Active(file):     144168 kB
Inactive(file):   221392 kB
Unevictable:        5484 kB
Mlocked:            5484 kB
SwapTotal:       8388604 kB
SwapFree:        8388604 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:               392 kB
Writeback:             4 kB
AnonPages:        426128 kB
Mapped:           209188 kB
Shmem:             12700 kB
KReclaimable:      38868 kB
Slab:             101332 kB
SReclaimable:      38868 kB
SUnreclaim:        62464 kB
KernelStack:        7300 kB
PageTables:        13548 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:    16578652 kB
Committed_AS:    3057632 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       54368 kB
VmallocChunk:          0 kB
Percpu:             6816 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
CmaTotal:              0 kB
CmaFree:               0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      128876 kB
DirectMap2M:     4065280 kB
DirectMap1G:    14680064 kB
