Probes jOPS / Total jOPS
===================================
Domain Marker;critical-jOPS;1978.0
Domain Marker;max-jOPS;6762.0
Domain Marker;Last Success for SLAs;3542.0
Range Marker;Soft Limit;5.0
Range Marker;Hard Limit;3.0
jOPS;Percent of probes jOPS
0;NaN
80;89.86754260377188
161;91.87045181598675
241;93.25648944026274
322;93.57081335314598
402;94.21312523203741
483;94.97636018408403
563;94.75889656675322
644;95.73515432202345
724;95.82766000986197
805;95.44437478572215
885;95.43172139679162
966;95.83596604778532
1046;96.0864113532658
1127;96.09526001060902
1207;95.87735289255498
1288;95.91297085899244
1368;96.3163323073234
1449;96.75993424420633
1529;96.31390975825958
1610;96.39329027363769
1690;96.7654045862869
1771;96.70242887015672
1851;96.52745230006181
1932;96.9191010198975
2012;97.1779122073585
2093;96.71961623136819
2173;96.83124450427349
2254;97.07075431105628
2334;96.8171528761129
2415;96.86582796719131
2495;96.72800302320061
2576;96.99571295350104
2656;97.14950058098323
2737;97.39271403319997
2817;97.3054681865547
2898;97.02821756655929
2978;97.30000763022053
3059;96.88561960966436
3139;97.0520670279552
3220;97.179097746038
3300;97.78521260864756
3381;97.36902889008913
3461;97.43589479282386
3542;97.24063364798037
3622;97.00292274693875
3703;97.6669874133183
3783;97.15076799830602
3864;97.01081253503865
3944;97.32659573100361
4025;97.22032722331558
4105;97.261168632342
4186;97.22404292950203
4266;97.57700777014269
4347;97.75425128746903
4427;97.43744302262094
4508;97.19009751339058
4588;97.1214154339573
4669;97.42410164236578
4749;96.98799600575857
4830;96.58024463962757
4910;97.36068870184725
4991;96.71882041811286
5071;96.38511824592408
5152;95.88239751839895
5232;95.49822216233188
5313;95.20548985700587
5393;95.06239331875744
5474;93.87766674333665
5554;93.73855114622415
5635;92.38929391889722
5715;93.16737063286588
5796;90.50487660011754
5876;90.66543864929356
5957;86.89537352970288
6037;85.43875828989763
6118;84.51391036383123
6198;82.05567765211748
6279;77.20475565049743
6359;76.1854228116723
6440;74.75783249981099
6520;65.97885328955425
6601;44.882006585759726
6681;28.672058308793922
6762;2.00872452238719
6842;13.321337558557078
6923;2.707505472654232
7003;16.772801787529165
7084;9.58204685862777
