22:20:56,853 INFO  [org.radargun.LaunchMaster] (main) Running in directory: /results/.
22:20:56,870 INFO  [org.radargun.LaunchMaster] (main) Configuration file is: //results/config.xml
22:20:56,872 ERROR [org.radargun.config.DomConfigParser] (main) loading: //results/config.xml
22:20:56,877 ERROR [org.radargun.config.DomConfigParser] (main) loaded: /results/config.xml
22:20:57,216 INFO  [org.radargun.RemoteSlaveConnection] (main) Attempting to start Master listening for connection on: results/10.0.2.100:2103
22:20:57,218 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting 5 seconds for server socket to open completely
22:21:02,224 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 3 slaves.
22:21:02,235 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 2 slaves.
22:21:02,236 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 1 slaves.
22:21:02,238 INFO  [org.radargun.RemoteSlaveConnection] (main) Connection established from 3 slaves.
22:21:02,435 INFO  [org.radargun.Master] (main) Started benchmarking configuration 'Infinispan 9.2 - distributed'
22:21:02,436 INFO  [org.radargun.Master] (main) Starting scenario on Cluster[default=3]
22:21:02,609 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 3 reconnecting slaves
22:21:03,959 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 2 reconnecting slaves
22:21:03,994 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 1 reconnecting slaves
22:21:04,080 INFO  [org.radargun.Master] (main) Starting distributed stage ScenarioInit.
22:21:06,124 INFO  [org.radargun.stages.ScenarioInitStage] (main) Received responses from all 3 slaves. Durations [0 = 17 ms, 1 = 13 ms, 2 = 15 ms]
22:21:06,124 INFO  [org.radargun.Master] (main) Finished distributed stage ScenarioInit.
22:21:06,125 INFO  [org.radargun.Master] (main) Starting distributed stage BeforeServiceStart.
22:21:06,134 INFO  [org.radargun.stages.BeforeServiceStartStage] (main) Received responses from all 3 slaves. Durations [0 = 0 ns, 1 = 0 ns, 2 = 0 ns]
22:21:06,135 INFO  [org.radargun.Master] (main) Finished distributed stage BeforeServiceStart.
22:21:06,140 INFO  [org.radargun.Master] (main) Starting distributed stage ServiceStart.
22:21:17,543 INFO  [org.radargun.stages.lifecycle.ServiceStartStage] (main) Received responses from all 3 slaves. Durations [0 = 10.57 seconds, 1 = 11.39 seconds, 2 = 11.37 seconds]
22:21:17,545 INFO  [org.radargun.Master] (main) Finished distributed stage ServiceStart.
