Delay between performance status pings above threshold
===================================
Domain Marker;Start RT curve;860286.0
Domain Marker;max-jOPS;7205218.0
Range Marker;Limit;5000.0
Range Marker;Hard Limit;60000.0
Time, msec;Group1.TxInjector.CompositeTxInjector;Group1.Backend.CompositeBackend
3557.0;1001.2380590000002;1001.2207680000001
87474.0;5692.474936999992;5694.810094999993
370456.0;10846.066612999944;10847.430135000031
7777039.0;10787.746395000257;10788.753406000324
7784464.0;5423.511733999476;5423.908215000294
7823601.0;;1001.1025179997087
7823602.0;1.1262929998338223;
