"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",6,30,297.544875,12.950599,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",6,30,593.751845,20.539299,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",6,15,647.350648,7.917351,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",6,15,49.973905,2.741252,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",6,15,2141.677980,10.997583,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",6,15,8395.749571,68.428734,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",6,30,587.651954,11.802788,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",6,15,236.957217,5.931046,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",6,15,63.657544,4.302384,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",6,15,580.863035,6.052710,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.246851,0.106935,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",6,15,972.349995,10.574745,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",6,15,3839.844855,80.872673,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",6,15,58.278753,0.844611,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",6,15,326.631928,3.568303,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",6,15,32.274782,2.943325,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",6,15,333.215924,14.153098,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",6,30,9932.584600,185.606569,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",6,15,135.028578,2.222307,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",6,30,504.104178,19.360358,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",6,30,1136.968215,18.558790,"ops/min"
