"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",6,30,235.868794,10.643523,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",6,30,605.805937,13.613898,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",6,15,626.868721,5.983527,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",6,15,48.459004,1.336990,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",6,15,2209.262845,11.483870,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",6,15,11379.477382,173.997312,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",6,30,614.074537,8.771440,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",6,15,238.186103,6.348267,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",6,15,62.942477,1.835813,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",6,15,523.624346,4.736764,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,11.988099,0.082797,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",6,15,830.933866,14.217835,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",6,15,3802.928094,12.349624,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",6,15,56.395722,0.812014,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",6,15,357.073789,0.258879,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",6,15,33.623095,2.350595,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",6,15,287.650361,14.382847,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",6,30,9933.330528,82.947823,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",6,15,134.646769,2.082880,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",6,30,474.568215,7.716077,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",6,30,1027.949671,14.431830,"ops/min"
