"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,289.787222,14.082204,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,744.875928,17.703258,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,707.144909,7.254342,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,49.228852,0.214033,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2353.981493,8.263908,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,13261.615562,167.838069,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,756.292605,17.352307,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,260.357975,3.678754,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,15,60.632981,0.394800,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,635.825616,5.825828,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.544317,0.320409,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,899.379636,14.601234,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4534.461194,164.769668,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,57.380968,0.188773,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,473.072348,0.715205,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,32.947595,0.262394,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,303.702249,7.881022,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,10983.156360,126.492098,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,148.084858,1.264991,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,479.296531,20.586488,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1091.298464,10.783928,"ops/min"
