04:21:23,094 INFO  [org.radargun.LaunchMaster] (main) Running in directory: /results/.
04:21:23,109 INFO  [org.radargun.LaunchMaster] (main) Configuration file is: //results/config.xml
04:21:23,111 ERROR [org.radargun.config.DomConfigParser] (main) loading: //results/config.xml
04:21:23,115 ERROR [org.radargun.config.DomConfigParser] (main) loaded: /results/config.xml
04:21:23,444 INFO  [org.radargun.RemoteSlaveConnection] (main) Attempting to start Master listening for connection on: results/10.0.2.100:2103
04:21:23,446 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting 5 seconds for server socket to open completely
04:21:28,451 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 3 slaves.
04:21:28,463 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 2 slaves.
04:21:28,465 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 1 slaves.
04:21:28,466 INFO  [org.radargun.RemoteSlaveConnection] (main) Connection established from 3 slaves.
04:21:28,661 INFO  [org.radargun.Master] (main) Started benchmarking configuration 'Infinispan 9.2 - distributed'
04:21:28,662 INFO  [org.radargun.Master] (main) Starting scenario on Cluster[default=3]
04:21:28,814 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 3 reconnecting slaves
04:21:30,198 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 2 reconnecting slaves
04:21:30,211 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 1 reconnecting slaves
04:21:30,366 INFO  [org.radargun.Master] (main) Starting distributed stage ScenarioInit.
04:21:32,582 INFO  [org.radargun.stages.ScenarioInitStage] (main) Received responses from all 3 slaves. Durations [0 = 12 ms, 1 = 27 ms, 2 = 27 ms]
04:21:32,583 INFO  [org.radargun.Master] (main) Finished distributed stage ScenarioInit.
04:21:32,584 INFO  [org.radargun.Master] (main) Starting distributed stage BeforeServiceStart.
04:21:32,597 INFO  [org.radargun.stages.BeforeServiceStartStage] (main) Received responses from all 3 slaves. Durations [0 = 0 ns, 1 = 0 ns, 2 = 0 ns]
04:21:32,597 INFO  [org.radargun.Master] (main) Finished distributed stage BeforeServiceStart.
04:21:32,601 INFO  [org.radargun.Master] (main) Starting distributed stage ServiceStart.
04:21:43,305 INFO  [org.radargun.stages.lifecycle.ServiceStartStage] (main) Received responses from all 3 slaves. Durations [0 = 9.93 seconds, 1 = 10.69 seconds, 2 = 10.67 seconds]
04:21:43,307 INFO  [org.radargun.Master] (main) Finished distributed stage ServiceStart.
04:21:43,308 INFO  [org.radargun.Master] (main) Starting distributed stage AfterServiceStart.
04:21:43,314 INFO  [org.radargun.stages.AfterServiceStartStage] (main) Received responses from all 3 slaves. Durations [0 = 0 ns, 1 = 0 ns, 2 = 0 ns]
04:21:43,315 INFO  [org.radargun.Master] (main) Finished distributed stage AfterServiceStart.
04:21:43,316 INFO  [org.radargun.Master] (main) Starting distributed stage MonitorStart.
04:21:43,380 INFO  [org.radargun.sysmonitor.AbstractMonitors] (main) Gathering statistics every 1000 ms
04:21:43,397 INFO  [org.radargun.stages.monitor.MonitorStartStage] (main) Received responses from all 3 slaves. Durations [0 = 5 ms, 1 = 12 ms, 2 = 7 ms]
04:21:43,397 INFO  [org.radargun.Master] (main) Finished distributed stage MonitorStart.
04:21:43,406 INFO  [org.radargun.Master] (main) Starting distributed stage Load.
04:21:54,957 INFO  [org.radargun.stages.cache.test.LoadStage] (main) Received responses from all 3 slaves. Durations [0 = 11.54 seconds, 1 = 11.32 seconds, 2 = 11.5 seconds]
04:21:54,957 INFO  [org.radargun.Master] (main) Finished distributed stage Load.
04:21:54,966 WARN  [org.radargun.config.InitHelper] (main) Method public void org.radargun.stages.cache.test.BasicOperationsTestStage.init() overrides public void org.radargun.stages.test.TestStage.init() but both are declared with @Init annotation: calling only once
04:21:54,968 INFO  [org.radargun.Master] (main) Starting distributed stage BasicOperationsTest.
04:22:55,026 INFO  [org.radargun.stages.cache.test.BasicOperationsTestStage] (main) Received responses from all 3 slaves. Durations [0 = 60.01 seconds, 1 = 60.02 seconds, 2 = 60.03 seconds]
04:22:55,026 INFO  [org.radargun.stages.cache.test.BasicOperationsTestStage] (main) This test was executed as a warmup
04:22:55,028 INFO  [org.radargun.Master] (main) Finished distributed stage BasicOperationsTest.
04:22:55,029 INFO  [org.radargun.Master] (main) Starting distributed stage Clear.
04:22:55,176 INFO  [org.radargun.stages.cache.ClearStage] (main) Received responses from all 3 slaves. Durations [0 = 139 ms, 1 = 96 ms, 2 = 145 ms]
04:22:55,176 INFO  [org.radargun.Master] (main) Finished distributed stage Clear.
04:22:55,178 INFO  [org.radargun.Master] (main) Starting distributed stage Load.
04:23:00,309 INFO  [org.radargun.stages.cache.test.LoadStage] (main) Received responses from all 3 slaves. Durations [0 = 5.13 seconds, 1 = 5.12 seconds, 2 = 5.13 seconds]
04:23:00,310 INFO  [org.radargun.Master] (main) Finished distributed stage Load.
04:23:00,355 WARN  [org.radargun.config.InitHelper] (main) Method public void org.radargun.stages.cache.test.BasicOperationsTestStage.init() overrides public void org.radargun.stages.test.TestStage.init() but both are declared with @Init annotation: calling only once
04:23:00,355 INFO  [org.radargun.Master] (main) Starting distributed stage BasicOperationsTest.
04:33:00,692 INFO  [org.radargun.stages.cache.test.BasicOperationsTestStage] (main) Received responses from all 3 slaves. Durations [0 = 10 minutes, 1 = 10 minutes, 2 = 10 minutes]
04:33:00,780 INFO  [org.radargun.Master] (main) Finished distributed stage BasicOperationsTest.
04:33:00,781 INFO  [org.radargun.Master] (main) Starting distributed stage MonitorStop.
04:33:00,785 INFO  [org.radargun.Master] (main) Finished distributed stage MonitorStop.
04:33:00,786 INFO  [org.radargun.Master] (main) Starting distributed stage ScenarioDestroy.
04:33:00,929 INFO  [org.radargun.Master] (main) Finished distributed stage ScenarioDestroy.
04:33:00,930 INFO  [org.radargun.Master] (main) Starting distributed stage ScenarioCleanup.
04:33:06,088 INFO  [org.radargun.stages.ScenarioCleanupStage] (main) Node 0 has changed available memory from 1358 MB to 1348 MB and has 1 unfinished threads
04:33:06,089 INFO  [org.radargun.stages.ScenarioCleanupStage] (main) Node 1 has changed available memory from 1358 MB to 1348 MB and has 3 unfinished threads
04:33:06,089 INFO  [org.radargun.stages.ScenarioCleanupStage] (main) Node 2 has changed available memory from 1358 MB to 1348 MB and has 3 unfinished threads
04:33:06,090 INFO  [org.radargun.Master] (main) Finished distributed stage ScenarioCleanup.
04:33:06,090 INFO  [org.radargun.Master] (main) Finished scenario on Cluster[default=3] in 11 mins 35 secs
04:33:06,134 INFO  [org.radargun.Master] (main) Finished benchmarking configuration 'Infinispan 9.2 - distributed' in 11 mins 37 secs
04:33:06,135 INFO  [org.radargun.Master] (main) Executed all benchmarks in 11 mins 37 secs, reporting...
04:33:06,135 INFO  [org.radargun.Master] (main) Running reporter org.radargun.reporting.csv.CsvReporter@71329995
04:33:06,136 INFO  [org.radargun.utils.Utils] (main) Successfully created report file:/results/results/csv/stress-test_Infinispan 9.2 - distributed_default_3.csv
04:33:06,190 INFO  [org.radargun.utils.Utils] (main) Successfully created report file:/results/results/csv/timeline_Infinispan 9.2 - distributed_default_3_CPU usage.csv
04:33:06,233 INFO  [org.radargun.utils.Utils] (main) Successfully created report file:/results/results/csv/timeline_Infinispan 9.2 - distributed_default_3_GC CPU usage.csv
04:33:06,249 INFO  [org.radargun.utils.Utils] (main) Successfully created report file:/results/results/csv/timeline_Infinispan 9.2 - distributed_default_3_Open files.csv
04:33:06,265 INFO  [org.radargun.utils.Utils] (main) Successfully created report file:/results/results/csv/timeline_Infinispan 9.2 - distributed_default_3_Memory usage.csv
04:33:06,285 INFO  [org.radargun.utils.Utils] (main) Successfully created report file:/results/results/csv/timeline_Infinispan 9.2 - distributed_default_3_RSS Memory usage.csv
04:33:06,305 INFO  [org.radargun.Master] (main) Running reporter org.radargun.reporting.html.HtmlReporter@4b213651
04:33:08,818 INFO  [org.radargun.Master] (main) All reporters have been executed, exiting.
04:33:08,820 INFO  [org.radargun.ShutDownHook] (Thread-0) Master process is being shutdown
