"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,252.296731,13.358794,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,692.247799,17.174857,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,706.617372,5.797890,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,46.256252,1.329692,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2268.561071,41.498481,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,11243.859340,60.822917,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,663.291593,5.154084,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,252.418074,1.962984,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,10,62.800289,0.879732,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,671.926926,14.123721,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.934954,0.156967,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,997.559476,12.261670,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4609.649025,24.478879,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,57.509845,0.148900,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,479.467687,0.308326,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,32.997605,0.257240,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,314.661905,4.672835,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,10322.540461,181.180299,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,144.859544,1.861761,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,531.743620,17.198066,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1015.425390,3.943692,"ops/min"
