MemTotal:       16380088 kB
MemFree:         6317808 kB
MemAvailable:   15360296 kB
Buffers:           59312 kB
Cached:          9082616 kB
SwapCached:            0 kB
Active:           738956 kB
Inactive:        8846764 kB
Active(anon):       1884 kB
Inactive(anon):   459632 kB
Active(file):     737072 kB
Inactive(file):  8387132 kB
Unevictable:        5488 kB
Mlocked:            5488 kB
SwapTotal:       8388604 kB
SwapFree:        8388348 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:            333796 kB
Writeback:             0 kB
AnonPages:        449396 kB
Mapped:           239036 kB
Shmem:             12728 kB
KReclaimable:     255948 kB
Slab:             347304 kB
SReclaimable:     255948 kB
SUnreclaim:        91356 kB
KernelStack:        7520 kB
PageTables:        13848 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:    16578648 kB
Committed_AS:    3189912 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       54648 kB
VmallocChunk:          0 kB
Percpu:             6944 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
CmaTotal:              0 kB
CmaFree:               0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      190316 kB
DirectMap2M:     9246720 kB
DirectMap1G:     9437184 kB
