"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,288.245956,16.245470,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,745.362903,19.179782,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,691.268875,4.913402,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,48.058093,0.852815,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2342.630965,17.401618,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,13254.080594,98.178864,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,740.277757,7.473482,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,259.785965,3.730867,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,15,63.791794,0.661126,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,635.831974,8.719017,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.845503,0.106899,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,904.688406,26.438306,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4143.440096,12.165691,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,57.519900,0.183721,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,472.549108,0.429122,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,32.680442,0.280581,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,299.465630,22.615967,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,11095.676981,105.698925,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,146.292387,2.789136,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,491.410991,14.513597,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1090.460218,9.588432,"ops/min"
