"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,256.448853,12.517041,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,719.522974,16.123039,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,703.294410,5.652795,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,46.773683,1.162733,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2286.678891,5.898573,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,12774.223158,196.976309,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,713.220362,8.616704,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,254.652992,2.954303,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,15,62.465083,0.948560,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,626.055744,6.365111,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.809233,0.128278,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,906.040687,23.431611,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4422.697169,87.903117,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,57.461978,0.183818,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,472.743539,1.035050,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,32.802167,0.168195,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,305.190902,21.744810,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,10989.083890,94.367861,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,147.260602,2.184763,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,498.561805,17.410292,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1079.404980,9.628831,"ops/min"
