13:55:44,085 INFO  [org.radargun.LaunchMaster] (main) Running in directory: /mnt/workspace/results/.
13:55:44,088 INFO  [org.radargun.LaunchMaster] (main) Configuration file is: /mnt/workspace/results/config.xml
13:55:44,090 ERROR [org.radargun.config.DomConfigParser] (main) loading: /mnt/workspace/results/config.xml
13:55:44,095 ERROR [org.radargun.config.DomConfigParser] (main) loaded: /mnt/workspace/results/config.xml
13:55:44,374 INFO  [org.radargun.RemoteSlaveConnection] (main) Attempting to start Master listening for connection on: results/127.0.0.1:2103
13:55:44,376 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting 5 seconds for server socket to open completely
13:55:49,380 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 3 slaves.
13:55:49,393 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 2 slaves.
13:55:49,395 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 1 slaves.
13:55:49,397 INFO  [org.radargun.RemoteSlaveConnection] (main) Connection established from 3 slaves.
13:55:49,641 INFO  [org.radargun.Master] (main) Started benchmarking configuration 'Infinispan 9.2 - distributed'
13:55:49,641 INFO  [org.radargun.Master] (main) Starting scenario on Cluster[default=3]
13:55:49,736 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 3 reconnecting slaves
13:55:50,901 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 2 reconnecting slaves
13:55:50,946 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 1 reconnecting slaves
13:55:51,060 INFO  [org.radargun.Master] (main) Starting distributed stage ScenarioInit.
13:55:53,081 INFO  [org.radargun.stages.ScenarioInitStage] (main) Received responses from all 3 slaves. Durations [0 = 168 ms, 1 = 190 ms, 2 = 201 ms]
13:55:53,081 INFO  [org.radargun.Master] (main) Finished distributed stage ScenarioInit.
13:55:53,082 INFO  [org.radargun.Master] (main) Starting distributed stage BeforeServiceStart.
13:55:53,085 INFO  [org.radargun.stages.BeforeServiceStartStage] (main) Received responses from all 3 slaves. Durations [0 = 0 ns, 1 = 0 ns, 2 = 0 ns]
13:55:53,085 INFO  [org.radargun.Master] (main) Finished distributed stage BeforeServiceStart.
13:55:53,091 INFO  [org.radargun.Master] (main) Starting distributed stage ServiceStart.
13:56:01,199 INFO  [org.radargun.stages.lifecycle.ServiceStartStage] (main) Received responses from all 3 slaves. Durations [0 = 7.39 seconds, 1 = 7.57 seconds, 2 = 8.1 seconds]
13:56:01,202 INFO  [org.radargun.Master] (main) Finished distributed stage ServiceStart.
13:56:01,203 INFO  [org.radargun.Master] (main) Starting distributed stage AfterServiceStart.
13:56:01,212 INFO  [org.radargun.stages.AfterServiceStartStage] (main) Received responses from all 3 slaves. Durations [0 = 0 ns, 1 = 0 ns, 2 = 0 ns]
13:56:01,213 INFO  [org.radargun.Master] (main) Finished distributed stage AfterServiceStart.
13:56:01,214 INFO  [org.radargun.Master] (main) Starting distributed stage MonitorStart.
13:56:01,261 INFO  [org.radargun.sysmonitor.AbstractMonitors] (main) Gathering statistics every 1000 ms
13:56:01,278 INFO  [org.radargun.stages.monitor.MonitorStartStage] (main) Received responses from all 3 slaves. Durations [0 = 10 ms, 1 = 9 ms, 2 = 7 ms]
13:56:01,278 INFO  [org.radargun.Master] (main) Finished distributed stage MonitorStart.
13:56:01,300 INFO  [org.radargun.Master] (main) Starting distributed stage Load.
13:56:09,937 INFO  [org.radargun.stages.cache.test.LoadStage] (main) Received responses from all 3 slaves. Durations [0 = 8.5 seconds, 1 = 8.62 seconds, 2 = 8.6 seconds]
13:56:09,937 INFO  [org.radargun.Master] (main) Finished distributed stage Load.
13:56:09,945 WARN  [org.radargun.config.InitHelper] (main) Method public void org.radargun.stages.cache.test.BasicOperationsTestStage.init() overrides public void org.radargun.stages.test.TestStage.init() but both are declared with @Init annotation: calling only once
13:56:09,947 INFO  [org.radargun.Master] (main) Starting distributed stage BasicOperationsTest.
13:57:10,011 INFO  [org.radargun.stages.cache.test.BasicOperationsTestStage] (main) Received responses from all 3 slaves. Durations [0 = 60.03 seconds, 1 = 60.02 seconds, 2 = 60.02 seconds]
13:57:10,012 INFO  [org.radargun.stages.cache.test.BasicOperationsTestStage] (main) This test was executed as a warmup
13:57:10,014 INFO  [org.radargun.Master] (main) Finished distributed stage BasicOperationsTest.
13:57:10,016 INFO  [org.radargun.Master] (main) Starting distributed stage Clear.
13:57:10,327 INFO  [org.radargun.stages.cache.ClearStage] (main) Received responses from all 3 slaves. Durations [0 = 309 ms, 1 = 287 ms, 2 = 279 ms]
13:57:10,327 INFO  [org.radargun.Master] (main) Finished distributed stage Clear.
13:57:10,328 INFO  [org.radargun.Master] (main) Starting distributed stage Load.
13:57:15,183 INFO  [org.radargun.stages.cache.test.LoadStage] (main) Received responses from all 3 slaves. Durations [0 = 4.81 seconds, 1 = 4.85 seconds, 2 = 4.82 seconds]
13:57:15,184 INFO  [org.radargun.Master] (main) Finished distributed stage Load.
13:57:15,304 WARN  [org.radargun.config.InitHelper] (main) Method public void org.radargun.stages.cache.test.BasicOperationsTestStage.init() overrides public void org.radargun.stages.test.TestStage.init() but both are declared with @Init annotation: calling only once
13:57:15,304 INFO  [org.radargun.Master] (main) Starting distributed stage BasicOperationsTest.
14:07:15,793 INFO  [org.radargun.stages.cache.test.BasicOperationsTestStage] (main) Received responses from all 3 slaves. Durations [0 = 10 minutes, 1 = 10 minutes, 2 = 10 minutes]
14:07:15,929 INFO  [org.radargun.Master] (main) Finished distributed stage BasicOperationsTest.
