MemTotal:       16380096 kB
MemFree:         6823720 kB
MemAvailable:   15374268 kB
Buffers:           59804 kB
Cached:          8595872 kB
SwapCached:            0 kB
Active:           709920 kB
Inactive:        8391436 kB
Active(anon):       1864 kB
Inactive(anon):   461568 kB
Active(file):     708056 kB
Inactive(file):  7929868 kB
Unevictable:        5520 kB
Mlocked:            5520 kB
SwapTotal:       8388604 kB
SwapFree:        8388348 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:            173376 kB
Writeback:             0 kB
AnonPages:        451408 kB
Mapped:           239092 kB
Shmem:             12772 kB
KReclaimable:     250104 kB
Slab:             340156 kB
SReclaimable:     250104 kB
SUnreclaim:        90052 kB
KernelStack:        7520 kB
PageTables:        13888 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:    16578652 kB
Committed_AS:    3208008 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       54668 kB
VmallocChunk:          0 kB
Percpu:             6912 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
CmaTotal:              0 kB
CmaFree:               0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      186220 kB
DirectMap2M:     9250816 kB
DirectMap1G:     9437184 kB
