"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,296.097744,11.353327,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,742.444702,23.678772,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,683.950541,8.728508,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,48.117625,0.677346,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2348.083822,20.604433,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,13274.593927,164.690521,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,753.404116,6.024947,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,262.886552,2.108431,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,15,63.930893,0.679241,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,635.137485,7.825678,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.761898,0.167898,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,881.767607,17.747145,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4204.555297,69.221302,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,57.535245,0.181538,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,473.141780,0.230315,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,32.675085,0.376904,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,295.129121,16.922957,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,11112.672006,117.515073,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,147.464304,1.779573,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,485.520060,14.402293,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1104.753568,11.163418,"ops/min"
