"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",6,30,235.005150,16.851584,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",6,30,507.694815,28.888018,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",6,15,495.819637,39.573260,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",6,15,36.519906,5.276289,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",6,15,1647.286816,149.445245,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",6,15,8520.089957,1248.459980,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",6,30,572.445422,13.915816,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",6,15,201.881773,24.156225,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",6,15,63.869401,2.348612,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",6,15,467.153039,69.662808,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.411375,0.300357,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",6,15,870.562168,80.695907,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",6,15,2974.297950,224.628401,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",6,15,56.359737,2.642658,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",6,15,341.062014,14.183670,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",6,15,34.412666,1.347687,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",6,15,237.399386,28.389527,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",6,30,7453.997628,788.015667,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",6,15,95.814061,6.180939,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",6,30,364.497801,22.709177,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",6,30,748.210122,38.880166,"ops/min"
