"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,288.181700,15.857217,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,744.574409,18.074679,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,700.710319,3.449217,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,48.933980,1.823903,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2329.126484,8.714515,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,13255.820271,120.841462,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,748.055108,8.344016,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,260.781930,3.626341,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,15,63.762642,0.616826,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,634.625936,4.872198,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.780560,0.128070,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,890.670901,15.407884,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4635.704260,4.622585,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,57.396984,0.185323,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,472.490261,0.724642,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,32.565073,0.229726,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,297.664778,7.283979,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,11055.476867,111.294904,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,148.511516,2.485817,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,481.686599,18.033997,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1099.144575,9.243349,"ops/min"
