"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",6,30,304.384866,16.638098,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",6,30,564.493881,21.824059,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",6,15,654.416491,6.471056,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",6,15,50.675891,2.925845,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",6,15,2164.259158,11.500739,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",6,15,8394.475421,88.229171,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",6,30,589.213239,22.047690,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",6,15,232.672409,6.532289,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",6,15,63.691574,1.424726,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",6,15,579.644777,8.103574,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.276539,0.144825,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",6,15,945.824454,72.485019,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",6,15,3849.272669,75.664340,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",6,15,58.700802,0.774543,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",6,15,326.967943,4.365465,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",6,15,32.715953,2.023425,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",6,15,361.097888,15.389937,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",6,30,9846.607894,140.420918,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",6,15,133.430235,2.982752,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",6,30,499.185485,13.004485,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",6,30,1166.488215,9.976166,"ops/min"
