MemTotal:       16380096 kB
MemFree:        15325232 kB
MemAvailable:   15456716 kB
Buffers:           33524 kB
Cached:           349252 kB
SwapCached:            0 kB
Active:           145388 kB
Inactive:         660204 kB
Active(anon):       1760 kB
Inactive(anon):   438768 kB
Active(file):     143628 kB
Inactive(file):   221436 kB
Unevictable:        5540 kB
Mlocked:            5540 kB
SwapTotal:       8388604 kB
SwapFree:        8388604 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:               572 kB
Writeback:             0 kB
AnonPages:        428416 kB
Mapped:           209408 kB
Shmem:             12716 kB
KReclaimable:      38868 kB
Slab:             101388 kB
SReclaimable:      38868 kB
SUnreclaim:        62520 kB
KernelStack:        7480 kB
PageTables:        13724 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:    16578652 kB
Committed_AS:    3075900 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       54612 kB
VmallocChunk:          0 kB
Percpu:             6784 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
CmaTotal:              0 kB
CmaFree:               0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      130924 kB
DirectMap2M:     5111808 kB
DirectMap1G:    13631488 kB
