MemTotal:       32755048 kB
MemFree:         5831348 kB
MemAvailable:   31200724 kB
Buffers:         1011924 kB
Cached:         24189076 kB
SwapCached:            0 kB
Active:         14750732 kB
Inactive:       10825284 kB
Active(anon):       1904 kB
Inactive(anon):   571160 kB
Active(file):   14748828 kB
Inactive(file): 10254124 kB
Unevictable:      187072 kB
Mlocked:            5540 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:               212 kB
Writeback:             0 kB
AnonPages:        562148 kB
Mapped:           305140 kB
Shmem:            193064 kB
KReclaimable:     833632 kB
Slab:            1038972 kB
SReclaimable:     833632 kB
SUnreclaim:       205340 kB
KernelStack:        8564 kB
PageTables:        18520 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:    16377524 kB
Committed_AS:    3783168 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       27864 kB
VmallocChunk:          0 kB
Percpu:            12256 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
CmaTotal:              0 kB
CmaFree:               0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      322552 kB
DirectMap2M:    17389568 kB
DirectMap1G:    16777216 kB
