"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",4,30,210.887331,6.109306,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",4,30,468.246478,18.049334,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",4,15,545.770829,7.868229,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",4,15,45.916985,1.427878,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",4,15,1904.852735,48.690401,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",4,15,8690.960880,270.324243,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",4,30,469.424485,9.469939,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",4,15,200.391593,2.252317,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",4,15,59.735187,0.933259,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",4,15,458.087547,11.829722,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,11.495625,0.249608,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",4,15,907.861101,10.280941,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",4,15,3129.865369,43.027654,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",4,15,50.142106,0.875720,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",4,15,239.410935,2.048199,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",4,15,32.349345,0.418967,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",4,15,336.243452,6.388558,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",4,30,8297.551996,229.916373,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",4,15,120.274504,1.928803,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",4,30,423.553423,18.203873,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",4,30,956.053352,20.604066,"ops/min"
