"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,334.464289,18.577954,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,554.407725,58.083824,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,714.599782,4.645085,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,48.458949,0.912711,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2305.663888,8.041749,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,9478.831937,72.053703,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,743.791801,14.122633,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,257.416766,2.336292,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,15,64.435375,0.811225,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,690.324919,4.139315,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,13.300462,0.107837,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,966.648703,54.078015,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4493.205851,160.186824,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,60.825751,0.210059,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,432.871646,0.553601,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,37.311320,9.278302,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,346.771916,18.868596,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,10874.567602,172.225204,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,141.698032,2.509516,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,553.765580,20.151575,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1231.793050,10.158244,"ops/min"
