"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,251.186103,10.678385,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,678.611187,15.614734,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,694.433888,5.515887,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,45.240198,1.315576,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2294.588051,9.710419,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,12475.331914,211.237073,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,690.992760,39.345189,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,256.108845,2.467088,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,15,63.121291,1.071034,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,628.885850,8.641614,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.821360,0.164468,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,871.460480,53.779347,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4314.406632,18.707385,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,57.570012,0.132815,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,472.754209,0.734525,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,33.088164,0.309021,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,296.761402,38.217482,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,10881.879864,178.902983,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,146.451319,1.990255,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,502.970428,10.789918,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1050.363503,11.256857,"ops/min"
