"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,337.591331,26.618527,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,612.994466,36.374310,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,723.810547,5.275120,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,48.022253,0.664368,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2300.135418,11.155114,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,9386.761871,47.209252,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,706.134573,9.144028,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,258.527664,2.991503,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,15,63.058088,0.708690,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,653.959000,40.267627,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.951589,0.162894,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,926.205858,91.666643,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4291.103654,272.025900,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,58.921128,0.020811,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,432.126867,2.006837,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,34.202819,5.686444,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,334.399031,34.101283,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,10510.278575,192.679633,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,139.355515,3.676799,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,551.256000,16.135683,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1161.296523,32.362182,"ops/min"
