Probes jOPS / Total jOPS
===================================
Domain Marker;critical-jOPS;1866.0
Domain Marker;max-jOPS;7712.0
Domain Marker;Last Success for SLAs;4916.0
Range Marker;Soft Limit;5.0
Range Marker;Hard Limit;3.0
jOPS;Percent of probes jOPS
0;NaN
96;89.76280998048382
193;93.04667821169551
289;93.20148143473791
386;93.70600516618717
482;94.82661576619746
578;95.05982950508331
675;94.97534484135656
771;94.98652614010095
868;93.85247087419677
964;95.5457477961344
1060;95.87267739369895
1157;96.25827420504646
1253;95.76708038608287
1350;96.38040451533853
1446;95.46216134822517
1542;96.56225456020141
1639;94.58470036154638
1735;96.18239313778204
1832;95.72907700179434
1928;95.71157400965278
2024;96.43321495554436
2121;95.58851620305396
2217;95.25597416850871
2314;95.60631160812325
2410;95.0637729542983
2506;95.9328540606797
2603;96.11421951644444
2699;96.03078461491396
2796;96.19396462270149
2892;95.96919049548339
2988;95.5692594647809
3085;95.4355337194284
3181;94.86316548120605
3278;95.60735195656669
3374;94.70241278360845
3470;95.78842763806477
3567;94.16899023735202
3663;95.69806982623827
3760;95.31667294851125
3856;95.26332166058465
3952;96.2821773755809
4049;96.8109831967872
4145;96.3635595326637
4242;95.10467727985898
4338;96.40618517910761
4434;94.56620365802905
4531;96.23359009919722
4627;96.12296084278692
4724;90.04689901090954
4820;94.23031802341274
4916;95.5563701061087
5013;96.29055043936009
5109;94.18765473921044
5206;94.4243910133983
5302;94.35520585588037
5398;94.11373018816762
5495;94.46002409688502
5591;94.04403718180443
5688;93.61445403925609
5784;90.95289463472578
5880;93.28433264755891
5977;93.0209497701731
6073;92.71293805233641
6170;93.19674381903272
6266;92.87733029445398
6362;92.4553331209539
6459;91.8864774737696
6555;90.03226634122367
6652;82.67224071910206
6748;87.59997826692481
6844;80.85457259093573
6941;83.59727752996582
7037;81.33385610163388
7134;76.22268641600286
7230;76.59867853822846
7326;69.0825532244791
7423;75.52471480495443
7519;75.19627181921113
7616;69.35077020413053
7712;57.400013680332485
7808;9.340719087637257
7905;5.808262320807536
8001;3.7466016861722893
8098;5.6918227679018605
